"Company Name","Funding Amount","Funding Date","Funding Type","Website","Industries","Location","Rank","Description","LinkedIn Status","Update People Search (Find people Table) - 2026-02-04T15:07:37.739Z","xAI / Get Website and LinkedIn URL","xAI / Website","xAI / LinkedIn URL","xAI / Qualify Company","xAI / Qualification Status"
"Trustible AI","$4,600,000","Jun 10, 2025","Seed","www.trustibleai.com","Artificial Intelligence (AI), Compliance, Information Technology, Risk Management, Software","Arlington, Virginia, United States",1306,"Trustible AI develops an AI-based governance management platform to build a trustable network and reduce risk.","–",,"Response","https://trustible.ai","https://linkedin.com/company/trustible","Response","Qualified"
"Formulary Financial","$4,600,000","Jan 20, 2026","Seed","www.formulary.co","Accounting, Finance, Financial Services, Tax Consulting","New York, New York, United States",3587,"Formulary Financial develops solutions that integrate AI and data-driven systems to support fund administration and asset management.","View on LinkedIn\",,"Response","https://www.formulary.co","https://www.linkedin.com/company/formulary-financial","Response","Qualified"
"Vibranium Labs","$4,600,000","Sep 18, 2025","Seed","vibranium.dev","Artificial Intelligence (AI), Consulting, Software","Brooklyn, New York, United States",6581,"Vibranium Labs is an AI on-call engineer platform designed to resolve incidents with less stress.","View on LinkedIn\",,"Response","https://vibraniumlabs.ai","https://www.linkedin.com/company/vibraniumlabs","Response","Qualified"
"Avallon Labs","$4,600,000","Nov 6, 2025","Seed","www.avallon.us","Artificial Intelligence (AI), Document Management, Machine Learning","New York, New York, United States",9730,"Avallon Labs automates insurance claims operations with AI agents that handle calls and data entry to streamline adjuster workflows.","View on LinkedIn\",,"Response","https://avallon.ai","https://www.linkedin.com/company/avallon","Response","Qualified"
"uiAgent","$4,600,000","Sep 15, 2025","Seed","uiagent.co","Accounting, Artificial Intelligence (AI), Intelligent Systems","New York, New York, United States",10771,"AI Agents specifically designed for Accountants.","View on LinkedIn\",,"Response","https://uiagent.co","https://linkedin.com/company/uiagent","Response","Qualified"
"Insight Health","$4,600,000","Jun 25, 2025","Seed","www.insighthealth.ai/","Artificial Intelligence (AI), Health Care, Software","Austin, Texas, United States",20051,"Insight Health applies AI and machine learning in healthcare, offering an AI clinical agents for specialist physicians in high demand","View on LinkedIn\",,"Response","https://insighthealth.ai","https://www.linkedin.com/company/insight-health-ai","Response","Qualified"
"Sluicebox","$4,600,000","Jul 31, 2025","Seed","www.sluicebox.ai/","Database, Data Integration, Manufacturing, SaaS, Semiconductor","Austin, Texas, United States",33146,"Sluicebox connects the electronics value chain with carbon intelligence.","View on LinkedIn\",,"Response","https://sluicebox.ai","https://www.linkedin.com/company/sluicebox-ai","Response","Qualified"
"Originalis AI","$4,552,173","Mar 11, 2025","Seed","www.originalis.ai","Artificial Intelligence (AI), Information Technology, Operating Systems","New York, New York, United States",34631,"Originalis AI is an intelligent composable operating system designed for the private capital markets, enhancing operational efficiency.","View on LinkedIn\",,"Response","https://originalis.ai","https://www.linkedin.com/company/originalis-ai","Response","Qualified"
"August Schools","$4,515,122","Nov 17, 2025","Seed","www.augustschools.com/","Health Care, Medical, SaaS, Wellness","New York, New York, United States",7932,"August Schools is a SaaS platform for school health and wellness practitioner.","View on LinkedIn\",,"Response","https://augustschools.com","https://www.linkedin.com/company/augustschools","Response","Qualified"
"Hue","$4,500,000","Oct 22, 2024","Seed","poweredbyhue.com","E-Commerce, E-Commerce Platforms, SaaS, Software","Boston, Massachusetts, United States",422,"Hue is a SaaS platform that sources and integrates authentic video reviews on e-commerce brands\'92 websites and marketing channels.","View on LinkedIn\",,"Response","https://poweredbyhue.com","https://www.linkedin.com/company/poweredbyhue","Response","Qualified"
"MagicDoor","$4,500,000","Sep 3, 2025","Seed","www.magicdoor.com","Artificial Intelligence (AI), FinTech, Property Management, Real Estate, Rental Property","Las Vegas, Nevada, United States",5391,"AI-driven platform streamlining property management and tenant engagement","View on LinkedIn\",,"Response","https://magicdoor.com","https://www.linkedin.com/company/magicdoorinc","Response","Qualified"
"Trayd","$4,500,000","Feb 4, 2025","Seed","www.buildtrayd.com/","Bookkeeping and Payroll, Compliance, Construction","New York, New York, United States",5593,"Trayd is a construction payroll platform that offers time-tracking, payroll automation, and people management serives.","View on LinkedIn\",,"Response","https://www.buildtrayd.com","https://www.linkedin.com/company/traydinc","Response","Qualified"
"a2z Radiology AI","$4,500,000","Dec 9, 2025","Seed","a2zradiology.ai","Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Technology","Boston, Massachusetts, United States",7318,"A2z Radiology AI is a healthcare technology company that specialises in AI-powered solutions for radiology.","View on LinkedIn\",,"Response","https://a2zradiology.ai/","https://www.linkedin.com/company/a2z-radiology-ai","Response","Qualified"
"Acai Travel","$4,500,000","Nov 4, 2024","Seed","www.acaitravel.com/","Artificial Intelligence (AI), Travel","New York, New York, United States",8158,"Acai Travel unleashes the full potential of travel operations with AI-powered automation, for faster and leaner customer service.","View on LinkedIn\",,"Response","https://acaitravel.com","https://www.linkedin.com/company/acai-travel","Response","Qualified"
"definity","$4,500,000","Aug 14, 2024","Seed","definity.ai","Big Data, Data Governance, Data Management, Developer Tools, Enterprise Software, IT Infrastructure","Chicago, Illinois, United States",8762,"Observe, fix, and optimize your Lakehouse & Spark pipelines, in-motion.","View on LinkedIn\",,"Response","https://definity.ai","https://www.linkedin.com/company/definity-ai","Response","Qualified"
"Replify","$4,500,000","Apr 3, 2025","Seed","www.replify.ai","Artificial Intelligence (AI), Customer Service, Fitness, Generative AI, Information Services, Information Technology, Internet, Recreation, Sales, Sales Automation","Seattle, Washington, United States",20474,"Replify is a 24/7 AI Receptionist and AI Sales Agent. It's used by Gold's Gym, UFC Gyms, Zoom Tan, Arena Sports, and more.","View on LinkedIn\",,"Response","https://www.replify.ai/","https://www.linkedin.com/company/replify-ai","Response","Qualified"
"TheStage AI","$4,500,000","Nov 1, 2024","Seed","www.thestage.ai/","Artificial Intelligence (AI), Generative AI","Delaware City, Delaware, United States",24527,"A full-stack AI platform","View on LinkedIn\",,"Response","https://thestage.ai","https://www.linkedin.com/company/thestageai","Response","Qualified"
"Thera","$4,500,000","Aug 22, 2024","Seed","www.getthera.com","Employment, Finance, Human Resources","New York, New York, United States",24563,"Thera provides a payroll and payments platform designed for businesses with global teams.","View on LinkedIn\",,"Response","https://www.getthera.com/","https://www.linkedin.com/company/getthera","Response","Qualified"
"Andel","$4,500,000","Oct 20, 2025","Seed","www.andel.org/","Health Care, Medical, Pharmaceutical","New York, New York, United States",25696,"Andel platform strengthens pharmacy benefits by giving employers an affordable way to include GLP-1s and other brand name medications.","View on LinkedIn\",,"Response","https://andel.org","https://linkedin.com/company/joinandel","Response","Qualified"
"Mura","$4,500,000","May 20, 2025","Seed","www.mura.co","Artificial Intelligence (AI), Information Services, Information Technology","Nyack, New York, United States",27016,"Mura provides AI-powered \'93dark software\'94 that automates order-to-cash processes for commercial field service companies.","View on LinkedIn\",,"Response","https://www.mura.co/","https://linkedin.com/company/mura-co","Response","Qualified"
"Aline","$4,500,000","Jul 1, 2025","Seed","www.aline.co","Generative AI, Legal, Legal Tech, SaaS, Software","Berkeley Heights, New Jersey, United States",28130,"Aline develops software that digitizes legal contracts and builds smart automated workflows for contracts.","View on LinkedIn\",,"Response","https://www.aline.co","https://www.linkedin.com/company/alineco","Response","Qualified"
"Entegrata","$4,500,000","Mar 19, 2025","Seed","www.entegrata.com/","Data Integration, Law Enforcement, Legal Tech, Software","Indianapolis, Indiana, United States",28700,"Entegrata is a legal tech company that allows firms to centralize all of their data safely and securely.","View on LinkedIn\",,"Response","https://entegrata.com","https://www.linkedin.com/company/entegrata","Response","Qualified"
"Payfinia","$4,500,000","Nov 13, 2024","Seed","tyfone.com/payfinia/","Banking, Financial Services, FinTech, Payments","Portland, Oregon, United States",36099,"Payfinia is a safe, all-inclusive, scalable, and reasonably priced gateway for immediate payments and money transfers.","View on LinkedIn\",,"Response","https://www.payfinia.com","https://www.linkedin.com/company/payfinia","Response","Qualified"
"Tesser","$4,500,000","Oct 21, 2025","Seed","tesser.xyz","Blockchain, Payments","Nyack, New York, United States",37104,"Tesser is a low-code blockchain payment solution platform that provides stability coin payments.","View on LinkedIn\",,"Response","https://tesser.xyz","https://www.linkedin.com/company/tesserpayments","Response","Qualified"
"Muse Software","$4,500,000","Nov 12, 2025","Seed","www.musesoftware.ai/","Artificial Intelligence (AI), Business Intelligence, Software","Miami, Florida, United States",37937,"Muse Software operates as an operations management platform.","View on LinkedIn\",,"Response","https://musesoftware.ai","https://linkedin.com/company/muse-software","Response","Qualified"
"Phylax Systems","$4,500,000","Nov 1, 2024","Seed","phylax.systems","Blockchain, Network Security, Security","New York, New York, United States",40038,"Phylax Systems is the operator of an open-source protocol platform designed to avoid hacking.","View on LinkedIn\",,"Response","https://phylax.systems","https://www.linkedin.com/company/phylax-systems","Response","Qualified"
"Meadow AI","$4,500,000","Nov 17, 2025","Seed","www.meadow.ai","Artificial Intelligence (AI), Information Technology, Internet","Seattle, Washington, United States",42165,"Meadow AI is developing the retail and restaurant industries' operational brains.","View on LinkedIn\",,"Response","https://meadow.ai","https://www.linkedin.com/company/mea-dow","Response","Qualified"
"Blitzy","$4,400,000","Sep 3, 2024","Seed","blitzy.com/","Artificial Intelligence (AI), Software","Boston, Massachusetts, United States",5207,"Blitzy is a Generative AI software platform that aims to automate custom software development.","View on LinkedIn\",,"Response","https://blitzy.com","https://linkedin.com/company/blitzyai","Response","Qualified"
"CalmWave","$4,400,000","Jun 26, 2025","Seed","calmwave.ai/","Artificial Intelligence (AI), Health Care, Hospital","Seattle, Washington, United States",12688,"CalmWave, a company leveraging artificial intelligence (AI) to bring operational health to hospitals","View on LinkedIn\",,"Response","https://calmwave.com","https://www.linkedin.com/company/calmwave","Response","Qualified"
